trucks_count 4
drones_count 4
customers 100
depot 0 0
Coordinate X         Coordinate Y         Dronable Demand
7367.7969152660235   -11585.396150193408  1        0.6156126881406139  
-12475.938052531857  9974.383321160443    1        1.0777235033775914  
-1819.5962910400544  11117.556552335134   1        0.17823627828662866 
1225.526787308597    -11655.33980181633   1        0.5710887545443432  
12190.339066707202   11328.407352964707   1        0.1538486914212141  
-10045.423220175595  9691.97117894777     1        1.0237156701239054  
-11873.477010389783  10007.988571088616   1        0.8384540201528435  
-5580.243405715575   12412.483450420159   1        0.4041581120317305  
484.70626063130277   1710.6589520899865   1        10.951723939253943  
10467.77146782631    15435.695082611892   1        0.11226944924447356 
1999.582068359585    -5916.77728342513    1        29.174025178317958  
10884.73081950955    -7394.101491506956   1        0.8805558831530278  
5489.111741945954    -13652.372908729425  1        13.879995585079682  
12092.705742233637   12253.091279550865   1        6.872867353848311   
-9450.745011940673   -14031.842585599798  1        0.6315862258403427  
6325.345619533899    -11212.389555935106  1        0.4976322689608456  
-12651.219247998513  9816.553344835793    1        22.983104353537396  
6341.391080621       10539.465096595268   1        0.7561024691187456  
-6849.437236976506   -7991.625379555408   1        0.2590809108906162  
7166.411514142147    -4779.163508741837   1        0.04636155648667605 
-3218.377303588043   11432.632460810075   1        0.027621062512661453
-732.1901303321608   7380.924823681389    1        0.7058543594826168  
8079.32477257769     4758.213860690483    1        0.845742487175988   
14680.826564537463   5325.008477058769    1        0.24444267817434454 
-2612.196808888166   5581.727579344974    1        0.2811682494097389  
2529.1811482917615   13905.499393592921   1        0.49991168103447003 
12280.201519576196   -4966.72035254804    1        0.9047340513849665  
14353.486659859806   -10447.744189651483  1        0.6318383983701678  
6432.617665320647    2169.8223048016193   1        1.1119833884957413  
-3204.327787805844   3801.740097581519    1        0.9079963035230539  
-14213.259015785008  6181.183950676828    1        0.8236130995321819  
10013.950418194196   -4401.1206585887285  1        8.882450588065687   
-9166.34235156713    5150.607952811215    1        0.11605467673701181 
-7650.835047199045   -7780.984310530149   1        0.6378157923333575  
-10926.376462876466  12609.130199200905   1        0.8684118911354626  
2270.852227189621    803.6115355163852    1        27.12358253208515   
-14939.120426942782  8664.206691744626    1        0.24985020826464183 
9843.662781788013    3648.484810943743    1        0.016795559416598323
-12433.498185419996  9276.928020488935    1        0.3084089467862299  
-8284.9392136254     15628.055526458467   1        0.7559637090524891  
-3572.229421432644   6880.431298022066    1        0.37272102144792496 
-2679.245311894892   9251.759407223339    1        1.1168347215406058  
-13421.557969270601  -5805.9548062585045  1        0.49654161997153506 
-9201.812772054454   3697.5219950710775   1        0.11605902830357538 
3548.2129938365      1453.179846590479    1        0.2342606806795671  
-10745.281558277462  10664.651698992428   1        0.3531555222308408  
9964.361690787191    -11238.703423442465  1        1.1326500895489333  
-3893.755505299898   -11449.56274623433   1        1.0643187259257707  
-321.15082217169805  -9507.431545896845   1        0.06197101267623505 
8731.88045025556     -3311.789773776076   1        0.2057764779294283  
2960.4701801079714   15490.167846859427   1        0.4823621054182466  
1495.4519798570016   9134.954431872073    1        0.48593720828014025 
479.9392839232657    -12665.004400077889  1        0.9861237691765878  
-13647.97996186091   14268.037050160136   1        0.9412991216400663  
-2829.901440070849   -15180.423302005618  1        0.11860935761758519 
3809.988546296787    4519.73107079731     1        0.15980975948244452 
101.32513754978913   -11355.851183591003  1        0.06492876520940241 
1626.419347404308    15800.497384534003   1        0.11751863976713389 
6613.73895366944     -10074.533549005148  1        0.011024784490066511
-14911.703916483397  -2032.8873022898954  1        1.0118413357636067  
-11752.715840173401  4496.740558935296    1        24.416296782796238  
-6077.629868856448   13848.006547979545   1        0.4378478867716311  
-7195.32542123553    -4360.958563398424   1        0.40593096355099134 
-16088.270474476827  -15087.11527247351   1        9.823565609854942   
12126.890363751158   5612.385965560343    1        0.6402761356709027  
-10974.880546112616  12181.211264166099   1        0.44100524232846383 
11504.011215505336   -268.56664441643613  1        0.8580899145590429  
14494.556926819085   -8438.77637126861    1        0.45761091070274446 
9702.06731488224     -3058.1882850885995  1        0.6731666138117866  
-11632.929154192123  -13264.146441050598  1        0.3443961842529329  
10072.90603610403    6735.402694130922    1        0.38314391769746925 
10542.706958568693   -1679.7739900847846  1        0.013465048926983546
9689.141929499532    8399.202936766023    1        0.34896488015551885 
-12367.16988071758   -3048.6839445123314  1        0.9285783828738139  
-375.00356810025977  -8668.515453075877   1        12.444979136404356  
3095.4645443745044   1665.8259388704241   1        0.015398199118587565
6297.695992705641    -13354.712544094486  1        21.693824577565653  
12086.301363456074   -7030.936224625295   1        0.5657205449708781  
6523.225721171307    -3860.842974861955   1        1.0463507853996286  
1267.9163143366966   5219.899774817035    1        13.40986225185338   
7602.118514005117    -9743.84622791562    1        0.932324238529506   
-8407.569521111367   10707.160623048281   1        0.030884931237572594
12435.268375469843   -6235.140172429213   1        0.9740735715730204  
10415.944198723117   -11677.245563018909  1        0.4939735849143547  
-16041.947554518856  -3738.3945859704636  1        0.16495537485280903 
6415.796012476072    -1578.9214607500437  1        0.9213836233081424  
-4398.649312304501   12002.237315190025   1        0.03365116116403687 
10696.364043715403   -3059.39681369789    1        0.28508377788175704 
-9948.456803309462   10069.251907279639   1        1.1338629991289801  
-13527.746232474288  -1046.209549446594   1        14.735926452308304  
-7152.523765478068   -8897.57688436835    1        0.9025509367005061  
8676.017642593328    -13240.171319540901  1        0.924506111783578   
-6127.71561011944    12065.735156812783   1        0.9884675547596289  
6665.021999416069    -4341.047949021413   1        0.6728736337371612  
5316.643423220132    756.9607420126241    1        0.6848002653386197  
-15037.586374039236  13923.826347715038   1        0.36052795825651957 
8066.760615717171    14482.89148427299    1        1.0103869901231801  
3487.02038641039     -14733.837896153178  1        0.6492548867287066  
-10680.935524514927  -3970.041452614314   1        0.04224557185206441 
11443.709297271791   -15164.158730850993  1        0.851778860366449   
