trucks_count 10
drones_count 4
customers 200
depot 0 0
Coordinate X         Coordinate Y         Dronable Demand
10735.99732622603    811.0349839294485    1        0.17863399910131172 
-17488.815717824793  20833.047888914563   1        1.312909472159064   
-4423.8030821937855  1989.8051957992877   1        1.7979660534626525  
-9544.134472811045   -4113.219182141283   1        29.507351447997152  
-3713.4849054348024  7666.705717607306    1        0.09269559026366962 
4651.425224865986    -23428.19197807565   1        34.35870506994612   
13484.083835904357   21223.86653183264    1        1.9906065943383662  
8562.02680448709     13555.819330445778   1        1.3213528232586718  
-19420.411193257296  17101.94829978257    1        1.9266165256135557  
9449.68620112853     -1881.5461441466234  1        0.41937101000774574 
-15657.514932215563  -17521.064082675115  1        1.9667901672311587  
-14521.795929677859  10640.289336255384   1        1.903972051983214   
-13506.06340141571   -17308.707920524903  1        1.2319249610954333  
-13522.171751997612  -14679.9828972081    1        1.2711307765191244  
16648.756535973152   21254.517562704605   1        1.6926092186266242  
12877.987980426231   12982.181629436353   1        22.55146512923885   
-15654.461264630589  8493.811157395121    1        1.7635217565645547  
-14689.966716345452  8770.624233972367    1        0.9724659267865027  
8065.790867045904    20024.611427111235   1        2.1306329092166387  
-15389.018107689228  -5830.485579984595   1        0.9748921530137196  
-1401.4844461219589  -23774.13648522676   1        1.6202424310210495  
-11576.965144630614  -14311.118261685622  1        1.875264942783489   
-1844.9261363571225  10253.002884745294   1        1.69489894193748    
-15815.513667981337  -8688.43877457324    1        1.1290706458252424  
-11549.396366545601  3949.173105742       1        1.8514801126738778  
-1471.136030963232   224.3885354499934    1        1.5647032951577016  
17372.502263091552   17864.70704555356    1        0.9113156642614302  
-18578.294083438832  8267.519621484824    1        1.390708839884327   
9236.589836371115    22322.915417104534   1        2.261553850151696   
-21762.291079010694  -11235.127118904586  1        1.0049698783934566  
-12449.368368573249  3957.889528831333    1        1.74013655361318    
21164.307580830668   20150.685384994234   1        0.7389330855567723  
2865.379260613313    -10750.123936285527  1        0.6388875081554518  
4153.2923696362      21392.132829738894   1        0.4697473340779278  
-12310.561650311214  21457.06261059255    1        1.6864340874529662  
10833.412627004303   6687.668215235939    1        0.8765713543185929  
13915.970989903508   -5428.2779402495125  1        1.5413443383877268  
-16383.558309986607  -3381.0766520265797  1        0.5395524707624196  
-8130.316753455548   -15796.443615008668  1        38.85506559932164   
34.942956154722346   -9707.518519715553   1        1.8586547538299405  
-13513.236416331256  -10728.369557801028  1        1.4706252769040593  
20404.050812667712   -19445.033734287128  1        0.35859457014240825 
20755.101409424962   -10050.500455951293  1        32.03163962181921   
10743.089036112833   6435.026347872904    1        0.10931038499081275 
-13296.241707811148  -15910.13114920134   1        41.050398412791836  
5114.008295248215    7634.231914082739    1        0.8607896443891256  
6618.795080852413    14387.483804624722   1        1.5790656624878676  
21565.882698910948   -17836.19077834348   1        1.1316152134521376  
5982.094169985449    17487.697776790304   1        2.059451870510449   
-653.5367907921906   -5312.189348596645   1        1.6714653621108493  
23678.13704988018    14242.779392561402   1        1.248719691750519   
-14607.906167223668  -18554.062840812076  1        0.2539469986828259  
