trucks_count 4
drones_count 4
customers 100
depot 0 0
Coordinate X         Coordinate Y         Dronable Demand
11025.745937059615   -16544.46947123915   1        0.2682521959745524  
-8031.249214647097   16766.90185862984    1        0.7717112338588504  
16972.51843026259    15469.222249578472   1        0.5317265844221084  
-3726.857870408769   -22336.476281974257  1        0.385449624265927   
-13945.767056383818  -22133.51467493683   1        0.3587615758119379  
-4188.133436346097   10094.711672299825   1        0.7287658879164263  
9232.701800668601    6263.328120288036    1        0.692532128280361   
23444.475938758962   5636.513972847174    1        0.14799191781352972 
-10188.10974384985   7728.957077236397    1        0.6190604008681259  
-12589.854417723074  -6681.784776527016   1        8.516336766439364   
-8454.65526688824    996.1775710613086    1        0.11318947914761608 
-19938.428769099246  -20548.34316895645   1        0.6096505386237235  
21658.413521141305   -22202.138117188493  1        16.302683554684577  
-14224.998545874681  -2194.650170159268   1        0.0729171246330227  
-10981.197576078383  2931.6815205792655   1        15.51144356433187   
-153.94555897792767  7456.086574021014    1        0.4387958951071049  
10396.640038475938   -20840.058771151536  1        0.06487222652146275 
-10995.553739036799  11923.81948333494    1        0.6928469755442787  
-5459.901608195422   11807.608680558487   1        9.91006217389638    
5294.376953272305    12782.428084844385   1        0.37729398346116305 
4713.246135267125    2542.0775513779927   1        0.2783338314336475  
4654.181772102343    2371.430665181238    1        16.672720179189426  
15600.876784974149   10700.266244161014   1        0.9350629838869369  
-4236.6675689214935  19182.967891248918   1        0.7387804146123289  
10004.691007120542   -12493.529101843193  1        18.012470536128806  
-1929.9413766918685  11887.21651248775    1        0.6827524248492947  
20979.668601929443   11164.898332454886   1        0.4680683059585093  
-24094.204115488807  -5767.546331989165   1        0.20481038941747579 
-21469.47822481794   -9728.220067823953   1        1.0675216931519091  
-24057.17532085962   19522.039624050423   1        0.3008724404883922  
4541.3570775455055   -12328.906074531618  1        0.8669050742221579  
-16881.400776781353  -1757.3695278665075  1        1.0217940898498814  
-22965.867795058908  11498.316844172876   1        1.0938571086788593  
-12175.75145017635   22130.58825371101    1        1.006871660508653   
-2826.849492067532   15154.49960153611    1        0.8839483407922272  
-3258.372892268862   -12894.185929435243  1        0.7540674946184603  
-23391.33102837389   -9020.588358087482   1        1.0765417373451962  
21464.517902931606   23263.451142931666   1        0.6127014969041465  
