trucks_count 4
drones_count 4
customers 100
depot 0 0
Coordinate X         Coordinate Y         Dronable Demand
7362.030214094811    -671.2130313889821   1        4.325991983461275   
11355.85258394607    -11082.299595086408  1        0.9757194079054715  
2558.606728127438    10849.309792194896   1        0.6740597024000426  
10717.76007404976    -12733.887930538498  1        0.13121572238328366 
15756.767178229093   13362.646085323842   1        0.9781396416197095  
3101.288200694913    -2024.3502732708757  1        0.5474057427214124  
15593.926997540066   -2665.0896197159877  1        0.03382672849455562 
-9239.21222173751    -11930.319039087188  1        0.3187693862582031  
-12669.820213767985  2857.9851586834      1        0.4561688287345442  
4180.769045597087    8805.622326957484    1        0.9247560802398189  
-545.7575692909963   -14452.078888587805  1        0.7512169866796573  
2825.7255840647767   11962.167350211941   1        0.7902540903781805  
-12985.477896353283  -14035.390729386412  1        0.8953054686947673  
4900.69272043648     7681.02732201384     1        0.548326703948654   
12717.10370414857    12754.790045031543   1        0.2259835399628936  
4182.686635724816    -5818.018243063179   1        0.8560134720437257  
4605.151620995643    -8815.688448269582   1        0.955574765893378   
12513.07100062805    -1052.8856059731663  1        1.113010632294717   
4949.3303735277905   8025.096280294067    1        0.2843755967501867  
-4774.7976052738395  -345.56911167089817  1        0.9126590434099175  
9630.736334460433    -2542.272236931507   1        23.854060538835803  
-10182.797470865366  -16010.26520553611   1        0.6682634740304855  
-1875.855150635939   -15907.887309599684  1        0.49752265274630425 
-1883.1974654978094  -2916.045608602819   1        0.4092219236536726  
-10247.133364216665  11673.745252487046   1        0.4021845705841823  
-9471.688109545445   1183.0029454232097   1        0.560858590006872   
2120.0160980504434   -11558.991716708719  1        0.3811854583110683  
14943.657018560361   -8246.839595891683   1        0.8674890676851433  
-11211.51623790286   10013.655014669324   1        0.3411761398168453  
-7482.257165647792   -14585.142080838661  1        0.7056216881440396  
2262.618104233906    -9347.900938333585   1        0.8380437521296342  
13653.478203702964   -14053.540334140598  1        0.9157534591282527  
-485.4874246440471   -15468.94667040545   1        2.8106619170410507  
-7806.279242616331   10459.518800597667   1        0.7608344037933769  
2816.493741940913    11773.752897965709   1        24.022056836563277  
-9939.114873362454   8399.299865898876    1        0.9126688674358312  
-15157.487179822718  14500.496097017209   1        0.903407378992287   
-10125.53162507606   -3126.9538368764424  1        0.9714175329465747  
13772.636284778166   -3170.4599690462514  1        0.35844436572993615 
-6734.571225074597   3558.7918363376034   1        0.7184988227381741  
11269.935670526302   -7613.307322615732   1        1.0869353210979427  
10994.286334402872   -4143.4097669220355  1        0.978923301528721   
-2974.6251139814017  -6271.372974387452   1        0.3322257231977032  
1828.4737858713206   15177.546055145445   1        0.2525898168738236  
-4287.407480257548   -13868.340376929904  1        0.9775391552164293  
-13884.804347784706  3016.3509229760366   1        0.5672670509718317  
13339.577218141765   10936.828824774395   1        0.2820136448065887  
-11329.652155558948  4411.292360564332    1        0.0021189418228156538
15228.937212959989   -1431.9889616747462  1        1.03644481141136    
-11360.463541332701  -5963.572089250919   1        0.6432281626438261  
6839.158480363055    -11569.898134039944  1        0.9002265662841799  
-2339.6505723970695  -5563.487146768846   1        0.9151256529364414  
4817.954287801862    9095.409309163604    1        1.0129755873081931  
9460.133842424351    5237.1681991166315   1        0.4827904154555584  
15593.50228978963    -5415.711904353503   1        0.4151410315124908  
-9501.385865096043   10505.863765165532   1        0.8428779864670892  
-14077.936464808292  -8154.4480176573725  1        0.9283752765016634  
-7248.980956245778   -14568.77997192645   1        0.8821513626542472  
-12461.604385503744  -10828.294675432331  1        0.9367570269634116  
-5027.956797564429   -7531.2019536706675  1        0.5723429863826954  
4871.6344054047095   -9197.281465338683   1        1.018673177336214   
-11941.885610073195  14533.07563433668    1        0.1726313952592452  
-9691.928726358386   5414.794235893135    1        0.4374400655506102  
-8684.704600759109   -14468.012050673004  1        0.738091467197946   
-9514.695735901469   10478.856648696223   1        0.06960088912252263 
-15831.918267039375  3785.1203639065393   1        18.849677379550055  
-5785.037438978207   -5293.001215319043   1        0.41781006214193567 
3385.437749766755    13803.744974332818   1        0.3864470367829425  
-2465.281036278828   -4268.977856214011   1        0.6484107859556011  
-11975.676401749743  -11955.22457220442   1        0.08687168883731589 
-15233.0331254737    -6169.689555481083   1        0.3413870767716055  
-7684.743718587662   6770.638373296903    1        0.026829404495761367
15310.277264898908   13374.965607764438   1        7.787898696375676   
10728.75550947149    -3751.460663059746   1        0.0969960106650399  
2387.2253059967893   -12973.148878732423  1        0.9506037988200384  
-12832.971044532536  -12079.488506001197  1        18.568563498639087  
1117.2870215458206   7952.26836735598     1        0.7035345105833868  
8909.531503988173    -1051.667427306354   1        29.50858599019729   
-3317.392599977223   -5993.290158042865   1        1.6966219082913327  
-14121.838499128336  -5570.3018777581065  1        0.5222743842467934  
-6138.067589736082   -15398.775799921905  1        0.035909296610400085
-9331.06589015297    13387.133262570738   1        0.4282664007080296  
-5843.689565722003   13743.822906993017   1        0.4015729695926496  
-3353.119844464717   1502.234265791954    1        0.20422734917571247 
1952.453882706173    -8611.127217090358   1        0.38327778746742636 
12523.624707584571   -4034.282949184343   1        0.7194375910872288  
-16091.231814620018  1087.3063786532034   1        0.28084158744558857 
10543.786830860618   -3798.327665440014   1        1.025634617420046   
3476.9367641266585   13757.981760190438   1        0.6273776307119329  
-13129.74644258492   -11190.904831468046  1        0.03384181684690208 
-11964.528661433884  -11157.96221165732   1        0.281634946831786   
-14183.72258110584   -8438.70827822941    1        12.795787231563146  
10377.513054514371   -9696.828084885858   1        0.4884763121058949  
-8007.364992562411   -10649.556251123882  1        2.139413108348753   
10947.09786251362    -14829.718932653668  1        0.71945427711813    
-11273.582273528087  -2933.8934944530174  1        1.0614122067399616  
-12593.228603706602  -1843.602324857916   1        0.7384422851163265  
6352.675652534226    9641.14429157291     1        0.7153949814904302  
12452.557426079467   -15724.235466695445  1        0.9411711866362543  
-7973.11552952141    -6213.126131932219   1        23.402851456124885  
